Dependent-Company Status,year of founding,Age of company in years,Internet Activity Score,Employee Count,Has the team size grown,Est. Founding Date,Last Funding Date,Last Funding Amount,Country of company,Continent of company,Number of Investors in Seed,Number of Investors in Angel and or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Team size all employees,Presence of a top angel or venture fund in previous round of investment,Number of of repeat investors,Number of  Sales Support material,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Have been part of successful startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Catering to product/service across verticals,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,"Capital intensive business e.g. e-commerce, Engineering products and operations can also cause a business to be capital intensive",Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics/ marketing channels,Owns data or not? (monetization of data) e.g. Factual,Is the company an aggregator/market place? e.g. Bluekai,Online or offline venture - physical location based business or online venture?,B2C or B2B venture?,Top forums like 'Tech crunch' or 'Venture beat' talking about the company/model - How much is it being talked about?,Average Years of experience for founder and co founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Years of education,Relevance of education to venture,Relevance of experience to venture,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Number of Recognitions for Founders and Co-founders,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Long term relationship with other founders,Proprietary or patent position (competitive position),Barriers of entry for the competitors,Company awards,Controversial history of founder or co founder,Legal risk and intellectual property,google page rank of company website,Technical proficiencies to analyse and interpret unstructured data,Solutions offered,Invested through global incubation competitions?,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),Time to 1st investment (in months),"Avg time to investment - average across all rounds, measured from previous investment",Time to maturity of technology (in years),Renown score
1,2010,4,309,3,0,11/1/2010,9/6/2011,584988,United States,North America,1,0,2,0,2,10,0,0,Medium,0,0,1,1,0,1,Service,1,Public,0,Unstructured,1,Both,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,0,Online,B2B,1,1,1,1,Bachelors,20,1,1,500,2,1,0,0,0,31,0,1,0,0,0,0,0,0,0,0,1,819284,0,1,0,2,0,0,3.3,0.584988,12,12,1,1
1,2011,3,101,4,0,9/1/2011,5/17/2012,118000,United States,North America,3,0,3,0,3,8,0,1,Medium,0,1,1,1,0,0,Service,1,Public,0,Structured,1,Both,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,1,Online,B2C,0,2,0,0,Masters,21,1,1,500,2,0,0,0,133,27,0,0,0,0,1,0,0,0,0,0,1,829576,0,1,0,2,0,0,4,0.118,1,5,1,6
1,2011,3,76,0,0,1/1/2011,1/1/2011,1000000,United States,North America,1,0,7,0,3,2,0,1,Medium,0,0,1,1,0,0,Service,1,Public,0,Both,1,Both,1,Linear,1,0,1,1,0,0,0,1,0,0,0,Online,B2C,0,2,0,1,Bachelors,18,1,1,500,2,0,0,0,196,22,2,0,1,0,1,0,0,0,0,0,0,7663291,1,0,1,2,0,0,1,1,1,1,1,8
1,2010,4,10,31,0,2/5/2010,10/11/2011,1320384,United States,North America,0,0,2,0,2,3,0,0,Low,0,1,1,1,0,1,Service,1,no,0,No,0,Platform,1,Linear,0,0,1,1,0,1,1,1,0,0,0,Online,B2B,0,2,1,0,Masters,21,1,1,500,2,1,1,1,148,31,0,0,0,0,0,0,0,0,0,0,1,816385,1,1,0,2,0,0,1,1.320384,22,22,0,4
1,2009,5,45,5,0,3/1/2009,1/1/2012,1400000,United States,North America,1,0,3,1,5,3,0,0,Low,0,1,1,1,0,1,Service,1,Public,0,Unstructured,1,Both,1,Linear,0,0,1,0,0,0,0,0,0,0,0,Online,B2B,0,1,0,1,Masters,21,1,1,500,1,0,0,0,262,38,1,1,0,0,1,0,0,0,0,0,1,17173041,1,0,0,2,0,0,0.8,1.4,34,34,1,2
1,2010,4,92,8,0,5/5/2010,2/10/2012,1530000,United States,North America,0,1,2,0,3,50,1,0,Low,0,1,1,1,0,0,Service,1,Public,0,Both,1,Both,1,Linear,1,0,1,0,0,1,0,1,0,0,0,Online,B2B,0,2,1,1,Bachelors,18,1,1,500,2,1,1,1,0,35,0,0,0,0,1,0,0,0,0,0,1,816385,1,0,0,3,1,0,16.6,1.53,12,4.8,1,5
1,2010,4,375,31,1,10/1/2010,9/1/2012,1100000,United States,North America,4,0,4,3,8,10,0,4,Low,0,0,1,1,0,0,Service,0,Public,0,Structured,1,Platform,0,Linear,0,0,1,1,0,1,0,0,0,1,0,Online,B2C,1,1,1,0,Bachelors,18,1,1,500,2,0,0,0,157,30,2,0,0,0,0,0,0,0,0,0,0,1400959,1,0,0,3,0,0,3.3,1.1,6,5.6,1,7
1,2007,7,13,0,0,1/1/2007,6/28/2012,250000,United States,North America,1,0,4,0,7,50,1,0,Medium,1,1,1,1,0,0,Service,0,Public,0,Structured,1,Both,1,Linear,0,0,1,1,0,0,0,1,0,0,0,Online,B2B,0,2,1,0,Masters,21,1,1,500,2,1,1,1,2,19,0,0,0,0,0,0,0,0,0,0,0,6972031,1,0,0,2,0,0,8.3,0.25,46,9.4,1,5
1,2010,4,16,6,0,11/1/2010,4/12/2012,2669209,United States,North America,0,2,2,0,4,15,1,1,Medium,0,1,1,1,0,0,Product,0,Public,0,Structured,1,Both,1,Non-Linear,1,0,1,1,0,0,1,1,0,1,0,Online,B2B,0,1,1,0,PhD,25,1,1,500,2,1,1,1,0,44,2,0,0,1,0,0,0,0,0,0,0,2518862,0,0,0,3,1,0,5,2.669209,5,2.3,0,5
1,2011,3,272,25,1,1/1/2011,4/23/2012,4000000,United States,North America,10,8,3,0,8,50,0,0,Medium,0,1,1,1,0,1,Service,1,Public,1,Structured,1,Both,1,Non-Linear,0,0,0,0,0,0,1,1,0,1,0,Online,B2B,1,2,0,0,Masters,21,1,1,500,0,0,0,0,196,36,0,0,0,0,0,0,0,0,0,0,1,105893,1,1,0,3,2,3,25,4,8,3.8,1,2
1,2007,7,173,8,1,9/1/2007,10/16/2009,4000000,United States,North America,0,0,2,1,6,50,1,3,Medium,0,1,1,1,0,0,Product,1,Both,1,Both,1,Platform,1,Non-Linear,0,0,1,1,0,0,1,1,0,0,0,Online,B2B,1,0,1,0,Masters,21,1,1,500,0,0,0,0,200,35,2,0,0,0,1,0,0,1,0,0,1,1336317,0,1,0,4,1,2,8.3,4,9,5.8,1,6
1,2009,5,110,39,1,7/14/2009,6/4/2013,595000,United States,North America,0,1,3,1,5,50,1,1,Low,0,1,1,1,0,0,Product,1,Both,1,Both,1,Platform,1,Non-Linear,1,0,1,1,0,0,1,1,0,0,0,Online,B2B,1,1,1,1,Masters,21,0,0,500,2,0,0,0,173,28,0,0,0,0,0,0,0,0,0,0,0,157602,0,1,0,3,1,4,12.5,0.595,1,5.5,1,9
1,2011,3,484,6,1,2/1/2011,4/10/2012,5000000,United States,North America,11,0,1,0,1,50,0,0,Low,1,1,1,1,0,1,Product,0,Public,0,Unstructured,1,Platform,1,Non-Linear,1,0,1,0,0,0,1,0,0,0,0,Online,B2B,2,2,1,1,Bachelors,18,1,1,500,0,1,1,1,160,34,1,2,0,0,0,0,0,0,0,0,0,38521,1,1,0,2,1,0,25,5,6,3,1,4
1,2007,7,136,3,0,12/1/2007,3/30/2012,750000,United States,North America,0,0,1,6,2,50,0,0,Low,0,1,1,1,0,1,Product,0,Public,0,Structured,1,Both,1,Linear,0,0,0,0,1,0,1,1,0,0,0,Online,B2B,1,2,1,0,Bachelors,18,0,1,500,2,1,0,0,408,23,0,0,1,0,0,0,0,0,0,0,0,2518862,1,1,0,3,1,3,8.3,0.75,10,8.7,1,0
1,2005,9,75,4,0,7/7/2005,8/26/2010,5500000,United States,North America,0,0,2,0,4,69,0,1,Low,0,1,1,1,0,0,Service,1,Both,0,Both,1,Platform,0,Non-Linear,0,0,1,1,0,1,1,1,0,0,0,Online,B2B,1,2,1,0,Masters,21,0,0,500,0,0,0,0,150,6,0,0,0,0,1,0,0,0,0,0,0,786526,1,1,0,3,0,0,18.4,5.5,48,20.9,1,5
1,2005,9,14,4,0,5/15/2005,10/5/2011,7400000,United States,North America,0,0,2,0,6,40,0,0,Low,0,0,1,1,0,1,Service,1,Public,0,Structured,1,Both,1,Non-Linear,1,0,1,1,0,0,1,1,0,0,0,Online,B2B,0,2,1,0,Masters,21,1,0,500,2,0,0,0,150,28,1,0,0,0,1,0,0,0,0,0,0,5835588,0,1,0,3,2,2,5,7.4,6,23.4,1,5
1,2010,4,136,13,0,1/1/2010,1/24/2012,10000000,United States,North America,0,0,2,1,6,40,1,2,Low,1,0,1,1,0,1,Service,1,Public,0,Both,0,Both,0,Non-Linear,1,0,0,1,1,0,0,1,0,1,1,Online,B2B,0,2,1,1,Masters,21,1,1,500,1,0,0,0,0,9,2,0,0,0,0,0,0,0,1,0,0,186669,1,1,0,4,2,0,13.3,10,17,5,1,11
1,2005,9,327,83,1,7/14/2005,7/12/2012,17300000,United States,North America,0,0,2,3,7,65,1,0,Medium,0,0,0,0,0,1,Service,0,Public,0,No,1,Platform,1,Non-Linear,1,1,0,0,1,1,1,0,1,0,1,Online,B2B,1,2,1,0,PhD,25,1,1,500,1,0,0,0,1,15,2,0,0,0,0,0,0,0,1,0,0,54162,1,1,0,3,1,5,8.1,17.3,24,11.7,1,2
1,2006,8,215,31,0,3/1/2006,1/1/2011,6379489.4,United States,North America,0,0,1,0,1,69,0,0,Medium,0,0,1,1,0,0,Service,1,Public,0,Unstructured,1,Both,1,Linear,1,1,0,1,1,0,0,1,1,0,0,Online,B2B,0,1,0,0,Bachelors,20,1,1,500,2,0,0,0,0,9,0,1,0,0,0,0,0,0,1,0,0,4038,0,1,0,4,2,1,18.4,unknown amount,1,1,1,0
1,2007,7,113,14,1,4/1/2007,1/1/2011,6379489.4,United States,North America,0,0,1,0,2,50,0,0,Low,0,1,1,1,0,0,Service,0,Public,0,Structured,1,Both,1,Linear,0,0,0,1,1,1,0,1,1,0,0,Online,B2B,0,2,1,0,PhD,25,1,1,500,2,1,1,0,0,44,1,0,0,0,0,0,0,0,0,0,0,885463,0,0,0,4,2,3,5.5,unknown amount,1,1,0,0
1,2005,9,1,31,1,7/1/2005,9/22/2010,30000000,United States,North America,0,4,3,1,6,50,1,1,Medium,0,1,1,1,0,0,Service,1,Both,0,Both,0,Platform,1,Linear,0,1,0,0,0,1,0,1,0,1,1,Online,B2B,1,2,1,0,PhD,25,1,1,500,2,1,1,0,4,40,0,1,0,0,1,0,0,0,0,0,0,583509,0,1,0,4,1,0,6.2,30,7,14.9,1,5
1,2008,6,0,31,0,4/1/2008,1/6/2010,560001,United States,North America,6,0,3,1,5,34,0,1,Medium,1,1,1,1,0,0,Service,0,Public,0,Structured,0,Both,1,Linear,0,0,0,0,0,0,0,1,0,1,0,Online,B2C,1,2,1,0,Masters,21,0,1,500,2,1,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,2518862,1,1,0,4,2,2,6.8,0.560001,2,6.8,0,6
1,2005,9,5,1,0,1/1/2005,7/20/2009,3000000,United States,North America,3,0,2,2,5,30,0,1,Low,1,0,1,1,0,0,Product,1,Public,0,Structured,0,Platform,1,Non-Linear,0,0,0,0,0,0,0,1,0,0,0,Online,B2B,0,2,0,0,Bachelors,20,1,1,38,2,0,1,1,0,18,0,0,0,0,0,0,0,1,0,0,0,2518862,1,1,0,3,1,0,3.8,3,50,50,1,7
0,2008,6,2,4,0,1/1/2008,6/19/2009,2500000,United States,North America,2,0,2,1,2,10,1,0,Low,0,1,1,1,0,1,Service,1,Public,0,Structured,0,Both,0,Linear,1,0,0,0,0,0,0,0,0,0,0,Offline,B2B,0,2,0,1,Bachelors,18,1,1,500,2,0,0,0,150,25,0,0,0,0,0,0,0,1,0,0,1,5092265,1,1,0,2,1,6,2,2.5,20,20,0,0
1,2007,7,702,197,1,1/1/2007,1/1/2011,6379489.4,United States,North America,0,0,2,0,4,5000,0,0,Low,0,0,1,1,0,1,Product,1,no,0,No,0,Platform,1,Non-Linear,0,0,0,0,0,0,0,0,0,0,1,Online,B2B,0,2,1,0,Bachelors,18,0,1,500,0,0,0,0,363,21,2,0,0,0,0,1,0,0,0,0,1,7941,1,1,0,2,1,2,833.3,unknown amount,1,1,2,5
1,2007,7,413,168,0,1/1/2007,1/20/2012,15000000,United States,North America,0,0,1,2,11,200,1,0,Low,0,0,1,1,0,1,Product,1,Public,0,No,0,Platform,1,Linear,0,0,1,1,0,0,0,1,1,0,1,Online,B2B,1,2,1,0,Masters,21,1,1,500,1,0,1,1,109,26,0,0,0,0,0,0,0,0,0,0,0,43814,1,1,0,1,0,0,33.3,15,16,11.6,0,3
1,2005,9,20,67,0,1/1/2005,1/30/2012,20000000,United States,North America,0,0,3,1,3,200,1,2,Medium,0,0,0,0,0,0,Product,1,Both,0,Both,0,Both,1,Linear,0,0,0,1,1,0,0,1,0,0,0,Online,B2B,1,2,1,0,Masters,21,0,1,500,1,1,1,0,320,12,1,0,0,0,0,0,0,0,0,0,0,840553,1,1,0,1,2,0,25,20,21,7.9,1,2
1,2009,5,9,0,1,1/2/2009,4/1/2009,6379489.4,United States,North America,1,0,3,0,2,10,0,0,Low,0,2,1,1,0,1,Service,1,Both,0,Both,0,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,1,Online,B2B,0,1,1,0,Bachelors,18,0,0,125,1,1,0,0,96,23,0,2,0,0,1,0,0,0,0,0,0,22391670,1,1,0,1,0,0,2.5,unknown amount,3,3,1,6
0,2009,5,104,20,1,1/1/2009,2/16/2012,6000000,United States,North America,7,0,2,1,8,50,0,2,Low,0,0,1,1,0,1,Service,0,Public,0,Structured,1,Both,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,0,Online,B2B,1,2,1,0,Masters,21,0,0,500,0,1,1,1,500,25,0,0,0,0,0,0,0,1,0,0,0,6405946,0,1,0,2,0,0,12.5,6,8,9.7,0,10
1,2009,5,75,23,1,1/1/2009,11/1/2011,11000000,United States,North America,0,0,1,1,7,50,1,1,Low,0,0,0,0,0,1,Product,0,Public,0,Both,1,Both,0,Non-Linear,0,0,0,0,1,0,1,1,0,0,0,Online,B2B,1,2,1,0,Masters,21,0,0,500,2,1,1,1,216,14,2,1,0,0,1,0,0,1,0,0,1,20635527,0,1,0,2,0,0,12.5,11,8,12.6,1,1
1,2009,5,162,0,1,10/17/2009,1/15/2010,3000000,United States,North America,0,0,1,0,1,50,1,0,Low,0,0,0,0,0,0,Product,0,Public,0,Structured,1,Platform,1,Non-Linear,0,0,0,0,0,0,0,0,0,0,0,Online,B2C,0,2,1,0,Masters,21,1,1,500,2,0,0,0,150,23,2,1,0,0,0,0,0,1,0,0,0,257365,0,1,0,1,1,8,12.5,3,4,4,1,3
1,2008,6,106,16,0,7/1/2008,7/7/2012,100000,United States,North America,1,4,3,1,3,50,1,0,Low,0,0,1,1,0,0,Service,0,Public,0,Structured,1,Platform,0,Linear,0,0,0,1,1,0,0,1,0,0,0,Online,B2B,1,2,0,0,PhD,25,1,1,500,2,0,0,0,96,24,0,1,0,0,0,0,0,1,0,0,0,1877770,0,1,0,1,1,0,12.5,0.1,23,2.6,2,3
1,2007,7,66,6,0,4/1/2007,4/27/2012,5000000,United States,North America,0,0,2,0,4,50,0,1,Low,0,1,1,1,0,1,Service,1,Both,0,Both,1,Platform,1,Linear,0,0,0,1,1,0,0,1,0,0,0,Online,B2B,0,2,1,0,Bachelors,18,1,1,367,0,1,1,0,2,34,2,1,0,1,0,0,0,1,1,0,1,2871443,0,1,0,2,1,4,8.3,5,24,18.7,2,5
0,2010,4,1,0,0,1/1/2010,5/31/2011,30000,United States,North America,1,0,1,0,1,10,0,1,Low,0,0,1,1,0,1,Service,1,Public,0,Both,1,Both,1,Linear,0,0,0,0,0,1,0,0,0,0,0,Online,B2B,0,2,1,0,Bachelors,20,1,1,500,0,1,1,0,1,25,2,0,0,1,0,0,0,1,0,0,1,5631525,1,0,0,2,1,1,2.5,0.03,14,14,1,3
1,2012,2,6,1,0,4/1/2012,10/23/2012,50000,United States,North America,1,0,1,0,3,10,0,1,Medium,1,2,1,1,0,1,Service,1,Public,0,Both,1,Platform,1,Linear,0,0,0,1,1,0,0,1,0,0,0,Online,B2B,0,2,1,0,Bachelors,18,1,1,500,0,1,1,1,0,22,0,1,0,1,0,0,0,1,0,0,1,2518862,0,0,0,1,0,0,10,0.05,14,14,0,0
1,2010,4,667,31,0,2/7/2010,5/13/2011,1100000,United States,North America,6,0,2,0,6,69,1,1,Low,0,1,1,1,0,1,Product,0,Public,0,Structured,1,Platform,1,Non-Linear,0,0,0,1,0,0,0,0,0,0,0,Online,B2B,1,2,0,0,Bachelors,18,0,0,500,1,0,0,0,0,5,2,1,1,0,0,0,0,0,0,0,0,16024,0,1,1,1,1,0,18.4,1.1,1,8.3,1,0
1,2010,4,497,1,0,3/8/2010,7/12/2013,2000000,Germany,Europe,1,0,3,0,3,69,0,1,Medium,0,0,0,0,0,0,Product,1,Public,0,Unstructured,1,Platform,1,Non-Linear,0,0,0,1,1,0,0,1,0,0,0,Online,B2B,0,2,1,0,Bachelors,18,1,1,500,1,0,0,0,2,16,0,1,1,0,1,0,0,1,0,0,1,1978409,1,0,0,3,1,12,18.4,2,38,38,1,2
1,2006,8,6,0,0,6/1/2006,1/1/2008,2200000,Denmark,Europe,2,0,1,0,2,10,0,1,Low,0,1,1,1,0,1,Service,1,no,0,No,0,Platform,1,Non-Linear,0,0,0,0,0,0,0,1,0,0,1,Online,B2C,1,2,1,0,Masters,21,1,1,500,1,0,0,0,0,15,1,1,1,0,1,0,0,0,0,0,0,17887654,1,0,0,4,1,10,1.4,2.2,1,18.6,2,1
0,2006,8,18,1,0,1/1/2006,4/24/2008,200000,Estonia,Europe,2,0,2,0,2,10,0,0,Low,0,0,1,1,0,0,Product,1,Private,0,Structured,1,Platform,1,Linear,1,0,0,1,1,0,0,1,1,0,0,Online,B2B,0,1,1,0,Bachelors,18,1,1,469,0,0,0,0,177,12,1,0,0,0,0,0,0,0,0,0,0,2518862,1,0,0,2,0,0,1.6,0.2,24,24,2,5
1,2008,6,116,31,0,1/1/2008,6/8/2010,2000000,Finland,Europe,1,0,1,0,2,69,0,0,Medium,0,0,1,1,0,0,Product,1,Public,0,Both,1,Platform,0,Linear,1,0,0,1,1,0,0,1,1,1,1,Online,B2B,0,1,1,1,Bachelors,18,1,1,500,2,1,0,0,312,46,0,0,0,0,1,0,0,1,0,0,0,4618433,0,1,0,3,1,0,18.4,2,30,30,2,0
0,2010,4,6,0,0,9/1/2010,1/1/2011,6379489.4,France,Europe,0,0,1,0,1,10,0,1,Low,0,0,1,1,0,0,Product,0,Public,0,Unstructured,1,Both,0,Linear,1,0,0,0,0,0,0,0,0,0,0,Online,B2B,0,1,0,1,Masters,21,1,0,500,1,0,0,0,306,13,2,0,0,0,1,0,0,1,0,0,0,2518862,1,1,0,2,1,2,0,unknown amount,1,1,1,4
1,2008,6,75,48,1,1/1/2008,1/30/2009,400000,United Kingdom,Europe,2,0,4,0,5,50,0,0,Low,0,0,1,1,0,0,Product,1,Public,0,Structured,1,Both,1,Linear,1,0,0,1,1,0,0,1,0,0,0,Online,B2B,1,2,1,1,Bachelors,18,1,1,500,2,0,0,0,327,27,1,0,0,0,0,0,0,1,0,0,1,112920,1,0,0,4,1,8,10,0.4,7,2.5,0,5
1,2013,1,64,31,0,4/1/2013,1/1/2011,6379489.4,United Kingdom,Europe,0,0,0,0,1,1,0,0,Low,1,0,0,0,0,0,Product,1,Public,0,Structured,1,Platform,1,Linear,1,0,0,0,1,0,0,1,0,0,0,Online,B2C,0,1,1,0,Bachelors,18,1,1,500,0,1,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,11809941,1,0,0,1,1,0,1,unknown amount,1,1,2,7
0,2010,4,33,1,0,1/1/2010,2/20/2012,6379489.4,Sweden,Europe,1,0,2,0,2,50,0,0,Low,0,0,1,1,0,0,Product,0,Public,0,Unstructured,1,Both,1,Linear,0,0,0,1,1,0,0,1,0,0,0,Online,B2C,0,2,1,0,Bachelors,18,1,1,500,1,1,0,0,252,25,0,0,0,0,2,0,0,1,0,1,1,5751747,0,1,1,2,0,0,16.6,unknown amount,25,25,0,0
1,2012,2,96,10,0,6/26/2012,7/1/2012,6379489.4,Argentina,South America,0,1,3,3,4,16,0,0,Low,0,1,1,1,0,1,Product,1,Public,1,Both,1,Platform,1,Non-Linear,0,0,0,0,1,0,0,1,1,0,0,Online,B2B,0,1,1,1,Bachelors,20,1,1,500,1,0,0,0,0,7.5,2,1,1,0,0,0,0,1,0,0,0,1603864,1,1,0,4,2,0,16,unknown amount,1,1,1,2
0,2012,2,16,1,0,1/1/2012,1/1/2011,6379489.4,United States,North America,0,0,1,0,1,10,0,0,Low,0,0,0,0,0,1,Product,0,no,0,No,0,Platform,0,Linear,1,0,0,0,0,0,0,0,0,0,1,Online,B2C,0,2,0,0,Bachelors,18,0,0,500,0,0,0,0,0,25,0,0,1,1,0,0,0,0,0,0,0,3274502,0,1,0,2,0,0,10,unknown amount,14,1,1,3
1,2012,2,398,11,1,1/1/2011,1/5/2012,6379489.4,United States,North America,0,0,2,0,2,11,0,0,High,0,0,1,0,0,0,Service,0,Private,1,Structured,1,Platform,1,Non-Linear,0,0,0,0,1,0,0,0,0,0,0,Online,B2B,0,1,1,1,Bachelors,18,1,1,500,0,0,0,0,72,21.7,0,1,0,1,1,0,1,1,0,0,0,88188,1,1,0,3,1,5,1,unknown amount,1,10.6,1,0
1,2012,2,114,31,0,1/1/2011,1/1/2011,6379489.4,United States,North America,1,0,2,0,2,13,0,0,High,0,2,1,0,1,1,Product,0,no,0,No,1,Platform,1,Non-Linear,1,0,0,0,0,0,0,0,0,0,1,Online,B2C,0,1,0,1,Masters,21,1,1,500,1,1,0,0,6,36,1,0,0,1,1,1,0,1,0,0,0,2518862,0,0,0,3,1,0,13,unknown amount,1,1,0,1
1,2010,4,481,12,0,1/1/2010,1/1/2011,6379489.4,United States,North America,3,0,3,0,3,15,0,0,High,0,1,1,0,0,1,Product,0,no,0,Unstructured,0,Platform,1,Non-Linear,1,0,0,0,0,0,0,0,0,0,1,Online,B2B,0,2,1,1,Bachelors,18,0,1,500,1,0,0,0,4,8,0,0,1,0,1,0,0,1,0,0,0,15411,0,1,0,2,0,4,5,unknown amount,1,1,0,0
1,2009,4,114,31,1,1/1/2011,1/1/2011,6379489.4,United States,North America,2,2,1,0,7,53,0,0,High,0,2,0,0,0,1,Product,1,no,0,No,1,Platform,1,Linear,1,0,0,0,0,0,0,0,0,0,1,Online,B2B,0,2,0,1,Bachelors,18,0,1,500,0,0,0,0,0,25,1,0,0,0,1,0,0,1,0,0,0,2518862,0,1,0,3,0,0,0,unknown amount,1,1,1,6
1,2012,2,132,9,0,3/23/2012,1/1/2011,6379489.4,India,Asia,1,0,3,0,3,11,0,0,High,0,1,1,0,0,0,Product,0,no,0,Unstructured,1,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,1,Online,B2C,0,1,0,0,Bachelors,18,0,1,500,0,0,0,0,0,20,2,0,0,1,0,1,0,0,0,0,0,45979,0,1,0,3,0,0,11,unknown amount,1,1,1,1
1,2013,1,451,2,0,1/1/2013,1/1/2011,6379489.4,Belgium,Europe,1,0,2,0,2,2,0,0,Medium,0,0,1,1,0,1,Service,0,Both,1,Unstructured,1,Platform,1,Non-Linear,0,0,0,0,1,0,0,1,0,0,0,Online,B2C,0,2,0,0,Masters,21,0,1,500,1,0,0,0,5,25,0,1,0,0,1,1,0,0,0,0,0,504890,0,0,0,3,1,0,2,unknown amount,1,1,1,5
1,2010,4,461,27,1,4/1/2010,1/1/2011,6379489.4,Switzerland,Europe,1,0,1,0,5,32,0,0,Low,0,2,1,1,0,1,Product,1,no,0,Structured,0,Platform,1,Linear,1,0,0,0,0,0,0,1,0,0,0,Offline,B2B,0,2,1,1,Masters,21,1,1,500,1,0,0,0,0,25,0,0,0,0,0,0,0,1,0,0,0,351854,0,1,0,2,1,0,10.6,unknown amount,1,1,0,1
1,2011,3,278,5,0,3/14/2011,1/1/2011,6379489.4,Germany,Europe,3,0,2,0,2,5,0,0,High,0,2,1,1,0,1,Service,0,Both,1,Structured,1,Platform,1,Non-Linear,0,0,0,0,0,0,0,0,0,0,0,Online,B2B,0,2,0,0,Bachelors,18,1,1,500,1,0,0,0,1,18,0,0,0,0,0,0,0,1,0,0,0,45388,0,1,0,2,1,0,2.5,unknown amount,1,1,1,0
1,2011,3,68,31,0,1/1/2011,1/1/2011,6379489.4,Germany,Europe,1,0,0,1,2,30,0,0,Low,0,0,0,0,0,0,Product,1,Both,1,Both,1,Both,1,Non-Linear,0,0,0,1,1,1,0,1,1,0,1,Online,B2B,0,1,1,0,Masters,21,1,1,500,0,1,0,0,0,17,0,0,0,1,0,0,0,0,1,0,0,237226,0,1,0,4,2,1,15,unknown amount,14,1,1,0
1,2013,1,68,31,0,6/1/2013,1/1/2011,6379489.4,Germany,Europe,0,0,2,1,4,20,0,0,Medium,0,2,0,0,1,1,Product,1,Both,0,Structured,1,Both,1,Linear,0,0,0,1,1,0,0,1,0,0,0,Online,B2B,1,2,1,0,Masters,21,1,1,500,2,1,1,0,90,18,0,1,0,0,1,0,0,1,0,0,0,596645,1,0,0,2,1,6,20,unknown amount,1,1,1,0
1,2012,2,115,4,0,7/1/2012,1/1/2011,6379489.4,Germany,Europe,6,0,2,0,2,50,0,0,Medium,0,0,1,1,0,1,Service,1,Both,0,Both,1,Both,1,Non-Linear,1,0,0,1,1,0,0,1,1,0,1,Online,B2B,0,2,1,1,Bachelors,18,1,1,228,2,1,1,1,0,12,2,0,1,0,2,0,0,1,0,0,0,1198637,1,1,0,4,0,4,50,unknown amount,1,1,1,0
1,2013,1,41,31,0,5/1/2013,1/1/2011,6379489.4,Spain,Europe,1,0,1,0,5,10,0,1,Medium,0,0,0,0,0,0,Service,0,Private,0,Unstructured,0,Platform,1,Linear,1,0,0,1,1,1,0,1,0,0,0,Online,B2B,0,2,1,0,Masters,21,1,1,500,2,0,1,0,293,18,2,1,1,0,2,0,0,1,0,0,1,7078322,1,1,0,3,2,2,10,unknown amount,1,1,0,2
1,2012,2,398,11,0,7/17/2012,1/1/2011,6379489.4,Spain,Europe,10,0,4,0,3,10,0,0,Medium,0,2,0,0,0,1,Service,0,Public,1,Structured,0,Both,1,Non-Linear,0,1,0,1,1,0,0,1,0,0,0,Online,B2C,0,1,1,0,Masters,21,1,1,500,0,0,0,1,186,14,0,0,1,0,0,1,0,0,0,0,1,235406,1,0,0,3,1,4,10,unknown amount,1,1,1,4
1,2010,4,93,5,0,11/29/2010,1/1/2011,6379489.4,France,Europe,3,0,3,0,3,14,0,0,Medium,0,0,1,1,0,1,Product,1,Public,0,Structured,1,Both,1,Linear,0,0,0,1,0,0,0,0,0,0,0,Online,B2B,0,1,1,1,Bachelors,18,1,0,500,0,0,0,0,247,18,1,0,1,0,1,1,0,1,0,0,1,55913,0,0,0,2,1,4,4.6,unknown amount,1,1,1,1
1,2013,1,20,31,0,3/1/2013,1/1/2011,6379489.4,United Kingdom,Europe,1,0,3,0,3,10,0,0,Low,0,0,1,1,0,0,Service,0,Public,0,Structured,1,Both,1,Linear,1,0,1,0,0,0,0,1,0,0,0,Online,B2B,0,2,1,0,Bachelors,18,1,1,186,1,1,0,0,310,31,1,0,0,0,1,0,0,1,0,0,1,3427821,1,1,0,4,2,25,10,unknown amount,1,1,2,0
