Company_Name,Company-Status,year of founding,Age of company in years,Internet Activity Score,Short-Description,Industry of company,Focus functions of company,Investors,Employee Count,Employees count MoM change,Has the team size grown,Est. Founding Date,Last Funding Date,Last Funding Amount,Country of company,Continent of company,Number of Investors in Seed,Number of Investors in Angel or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Team size all employees,Presence of top angel or venture fund,Number of repeat investors,Number of Sales Support material,Worked in top companies,Ave size of companies worked,Part of startups in the past,Part of successful startups in the past,Partner in Big 5 consulting,Consulting experience?,Product or service company?,Catering to product/service,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,Capital intensive business,Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics,Owns monetization of data,Company an aggregator/market place,Online or offline venture,B2C or B2B venture?,Top forums for company/Model,Ave Years of experience for founder/co-founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Years of education,Specialization of highest education,Relevance of education to venture,Relevance of experience to venture,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Number of Recognitions for founders/co-founders,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Long term relationship with other founders,Proprietary or patent position,Barriers of entry for the competitors,Company awards,Controversial history of founder/co-founder,Legal risk and intellectual property,google page rank of company website,Technical proficiencies to analyse,Solutions offered,Global incubation competitions,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),Survival through recession,Time to 1st investment (in months),Avg time to investment,Gartner hype cycle stage,Time to maturity of technology (in years),Percent_skill_Entrepreneurship,Percent_skill_Operations,Percent_skill_Engineering,Percent_skill_Marketing,Percent_skill_Leadership,Percent_skill_Data Science,Percent_skill_Business Strategy,Percent_skill_Product Management,Percent_skill_Sales,Percent_skill_Domain,Percent_skill_Law,Percent_skill_Consulting,Percent_skill_Finance,Percent_skill_Investment,Renown score
Company125,Success,2011.0,3.0,266.0,Database technology,Network / Hosting / Infrastructure|Enterprise Software|Software Development|Analytics,operations,IA Ventures|Digital Sky Technologies|Data Collective|Raymond Tonsing|Khosla Ventures|Accel Partners|First Round Capital|New Enterprise Associates|Start Fund|SV Angel|Y Combinator|Paul Buchheit|Sam Altman|Ashton Kutcher|Guy Oseary|Ron Garret|Karl Jacob|Marco Bergmann|Mark LaRosa|Tom McInerney|Janis Krums,37.0,9.0,No,1/1/2011,1/22/2014,35000000.0,United States,North America,0.0,0.0,2,0,4,11.0,No,1.0,low,Yes,Large,No,No,No,No,Product,Yes,Private,No,Structured,No,Cloud,Local,Non-Linear,Yes,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,High,PhD,25.0,computer science,Yes,Yes,500.0,High,1.0,0.0,0.0,3.0,53.0,High,Medium,Yes,No,Low,Yes,No,Yes,No,No,No,226890.0,No,Yes,Yes,3.0,Medium,0.0,13.0,35.0,Not Applicable,12.0,10.3,Trigger,2 to 5,5.9,0.0,39.4,2.0,2.0,3.8,3.8,2.0,3.9,2.0,0.0,0.0,0.0,2.0,5.0
Company126,Success,2011.0,3.0,70.0,Big Data Analytics,Analytics,"marketing, sales",TiE Angels|Naya Ventures|Keiretsu Forum|Portland Seed Fund,9.0,13.0,No,1/1/2011,3/27/2014,50000.0,United States,North America,0.0,0.0,5,0,6,10.0,No,0.0,low,No,Large,Yes,Yes,Yes,Yes,Product,Yes,Both,Yes,Both,No,Platform,Global,Non-Linear,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Both,B2B,Low,High,Yes,High,Masters,21.0,"Electrical and Electronics Engineering
Aerospace Engineering",Yes,Yes,25.0,High,0.0,0.0,0.0,0.0,36.0,High,Medium,Yes,No,Low,No,Yes,Yes,No,No,Yes,4910627.0,Yes,Yes,No,3.0,Medium,0.0,4.0,0.0,Not Applicable,12.0,5.4,Trigger,2 to 5,0.0,0.0,41.7,0.0,0.0,2.8,2.8,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0
Company127,Success,2006.0,8.0,113.0,Marketing Decisions Platform,Marketing,Marketing,Kegonsa Capital Partners|Goldman Sachs,138.0,-1.0,YES,1/1/2006,10/18/2013,9400000.0,United States,North America,0.0,0.0,1,7,9,130.0,No,2.0,medium,No,Large,Yes,Yes,No,No,Product,Yes,Both,Yes,Both,No,Cloud,Local,Non-Linear,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Online,B2B,Medium,Medium,Yes,Low,Bachelors,21.0,business,Yes,Yes,500.0,High,0.0,0.0,0.0,0.0,0.0,High,Medium,Yes,No,Low,No,Yes,Yes,No,No,Yes,408646.0,Yes,Yes,No,4.0,Medium,8.0,15.0,9.4,Yes,12.0,18.1,Trigger,5 to 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Company128,Success,2011.0,3.0,147.0,User generated interest graphs,Analytics,"marketing, sales",Alliance of Angels|Voyager Capital,11.0,22.0,No,3/21/2011,2/1/2013,1700000.0,United States,North America,0.0,0.0,2,0,3,15.0,No,0.0,Nothing,No,Medium,Yes,Yes,No,No,Both,Yes,Public,Yes,Both,No,Platform,Local,Non-Linear,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Online,B2B,Low,High,Yes,High,Masters,21.0,General,Yes,Yes,500.0,Medium,0.0,0.0,0.0,0.0,14.0,Medium,Medium,Yes,No,Low,No,No,Yes,No,No,No,1046310.0,Yes,Yes,No,3.0,Medium,0.0,4.0,1.7,Not Applicable,12.0,4.3,Trough,2 to 5,16.7,0.0,8.3,8.3,0.0,0.0,41.7,0.0,8.3,0.0,0.0,8.3,0.0,8.3,4.0
Company130,Success,1999.0,15.0,150.0,The Science of Better Results,Healthcare,risk,Cross Atlantic Capital Partners|Edison Ventures,178.0,6.0,YES,1/1/1999,8/23/2010,6100000.0,United States,North America,0.0,0.0,0,0,10,175.0,No,0.0,high,No,Large,No,No,No,No,Both,Yes,Both,Yes,Both,No,Platform,Local,Non-Linear,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Online,B2B,Low,High,Yes,High,Masters,21.0,Business management,Yes,Yes,439.0,Low,0.0,0.0,0.0,0.0,13.5,High,Medium,Yes,No,Medium,No,No,Yes,No,No,No,1085205.0,Yes,Yes,No,3.0,Medium,0.0,18.0,6.1,Yes,120.0,5.3,Plateau,0 to 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Company131,Success,2008.0,6.0,429.0,Mobile App Analytics & Marketing,Analytics|Mobile|Marketing,"Marketing, sales",TechStars|Polaris Partners|ENIAC Ventures|MI Ventures LLC|New York Angels|LaunchPad Venture Group|Foundation Capital|Hub Angels Investment Group|Progress Ventures|Eniac Ventures|Techstars,73.0,11.0,No,1/1/2008,2/4/2014,16000000.0,United States,North America,0.0,6.0,0,0,6,75.0,No,3.0,high,No,Small,Yes,Yes,No,No,Product,Yes,Both,Yes,Both,No,Platform,Global,Non-Linear,No,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2C,Medium,Medium,Yes,Medium,Masters,21.0,General,Yes,Yes,500.0,High,0.0,0.0,0.0,0.0,26.0,High,Medium,Yes,No,Low,No,Yes,Yes,Yes,No,No,28190.0,Yes,Yes,No,4.0,Medium,2.0,14.0,16.0,Yes,12.0,7.3,Trigger,5 to 10,10.0,0.0,15.0,15.0,0.0,10.0,30.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0
Company132,Success,2006.0,8.0,385.0,Verified B2B Contacts,Marketing,"Marketing 
sales",Edison Ventures|Rikki Tahta|Simon Murdoch|Roland Beaulieu|Gary Mueller|Spring Lake Equity Partners,118.0,-6.0,YES,11/30/2006,4/8/2014,13000000.0,United States,North America,0.0,0.0,2,0,12,120.0,No,1.0,low,No,Small,Yes,Yes,No,No,Product,Yes,Private,Yes,Both,No,Cloud,Global,Non-Linear,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Online,B2B,Low,High,Yes,High,Masters,21.0,Earth Sciences,Yes,Yes,500.0,High,0.0,0.0,0.0,2.0,24.5,High,Medium,Yes,No,Low,Yes,Yes,Yes,Yes,No,No,211794.0,Yes,Yes,No,3.0,Medium,2.0,15.0,13.0,Yes,20.0,5.8,Trigger,5 to 10,8.8,0.0,2.9,8.8,2.9,5.9,8.8,0.0,11.8,0.0,0.0,0.0,0.0,0.0,1.0
Company134,Success,2010.0,4.0,81.0,Big Data Competitive Intelligence,Marketing,data collection ,EPIC Ventures|Kevin O'Connor,22.0,5.0,No,10/1/2010,3/13/2013,2000000.0,United States,North America,0.0,2.0,1,0,8,23.0,No,0.0,low,No,Small,Yes,Yes,No,No,Product,Yes,Public,Yes,Unstructured,No,Platform,Local,Non-Linear,No,No,No,Yes,No,No,No,No,No,Yes,No,Online,B2B,Low,High,Yes,Medium,Bachelors,18.0,Aquatic biology,Yes,Yes,448.0,High,0.0,0.0,0.0,0.0,21.0,High,Medium,Yes,No,Low,Yes,No,Yes,No,No,No,731564.0,Yes,No,No,3.0,Medium,4.0,7.6,2.0,Not Applicable,1.0,7.4,Slope,2 to 5,11.1,5.6,16.7,5.6,22.2,11.1,11.1,5.6,5.6,0.0,0.0,0.0,0.0,5.6,2.0
Company136,Failed,2004.0,10.0,0.0,technology-enabled electronic payment,Analytics,"development, marketing, and administration",Spectrum Equity|Foundation Capital|Western Technology Investment|GGV Capital ,12.0,9.0,YES,1/1/2004,10/1/2009,62500000.0,United States,North America,0.0,0.0,3,1,5,100.0,Yes,0.0,low,No,Medium,Yes,Yes,No,No,Both,No,Private,Yes,Both,No,Platform,Local,Non-Linear,No,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,18.0,Engineering,No,Yes,500.0,High,0.0,0.0,0.0,3.0,100.0,Low,Low,No,No,Low,No,Yes,Yes,No,Yes,Yes,797253.0,No,Yes,No,3.0,Medium,0.0,11.1,62.5,No,48.0,5.0,Peak,2 to 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Company137,Failed,2000.0,14.0,0.0,fabless semiconductors,Network / Hosting / Infrastructure,IT & Sales,BlueRun Ventures|Tallwood Venture Capital,18.0,0.0,No,1/1/2000,6/2/2009,15000000.0,United States,North America,0.0,0.0,0,0,8,50.0,Yes,0.0,Nothing,No,Large,Yes,Yes,No,Yes,Product,No,no,No,no,No,Platform,Local,Linear,No,No,No,No,No,No,No,No,No,No,No,Offline,B2B,Low,High,Yes,Low,Masters,21.0,business,Yes,Yes,500.0,High,0.0,1.0,0.0,0.0,25.0,Medium,Low,No,Yes,Low,No,No,No,No,No,No,797253.0,No,Yes,No,2.0,Medium,0.0,3.8,15.0,No,60.0,7.4,Trigger,2 to 5,0.0,0.0,22.2,11.1,11.1,0.0,0.0,0.0,0.0,44.4,0.0,0.0,11.1,0.0,5.0
Company138,Failed,2004.0,10.0,445.0,user driven social content website,Media,social news,Greylock Partners|Omidyar Network|Marc Andreessen|Reid Hoffman|Ron Conway|Al Avery|FLOODGATE|SV Angel|Highland Capital Partners|SVB Financial Group|Kevin Rose|Floodgate Fund,79.0,-2.0,YES,10/11/2004,7/12/2011,5000000.0,United States,North America,0.0,0.0,1,0,6,10.0,Yes,0.0,High,Yes,Medium,Yes,Yes,No,No,Product,Yes,Public,No,Unstructured,No,Platform,Global,Non-Linear,No,Yes,No,No,No,No,No,No,No,No,Yes,Online,B2C,High,High,Yes,Medium,Masters,21.0,Business Administration,Yes,Yes,500.0,High,1.0,0.0,0.0,1.0,200.0,Low,Low,No,No,Low,No,No,Yes,No,No,Yes,483.0,No,No,No,3.0,Medium,28.0,1.1,5.0,Yes,12.0,17.6,Peak,2 to 5,12.5,3.1,12.5,9.4,18.8,3.1,21.9,6.2,0.0,9.4,0.0,0.0,0.0,3.1,1.0
Company139,Failed,2005.0,9.0,91.0,Search engine,Analytics,web,Greylock Partners|Tugboat Ventures|Madrone Capital Partners,3.0,0.0,No,1/1/2005,4/15/2008,25000000.0,United States,North America,0.0,0.0,3,0,5,30.0,Yes,0.0,Nothing,No,Small,No,No,No,Yes,Product,No,Public,Yes,Both,No,Platform,Global,Non-Linear,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Online,B2C,High,High,Yes,Low,PhD,25.0,computer,Yes,Yes,16.0,Low,0.0,0.0,0.0,0.0,0.0,Low,Low,Yes,No,Low,No,No,Yes,No,No,No,545749.0,No,Yes,No,2.0,Low,4.0,3.8,25.0,No,24.0,6.8,Plateau,5 to 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Company140,Failed,2009.0,5.0,69.0,Daily Deals Site,E-Commerce,sale,Bain Capital Ventures|Matrix Partners|Pinnacle Ventures|Bain Capital|Christian Dahlen,14.5,0.0,No,3/1/2009,6/1/2011,5000000.0,United States,North America,0.0,0.0,0,0,5,80.0,Yes,1.0,medium,No,Small,Yes,Yes,No,Yes,Service,No,Public,No,no,No,Platform,Local,Non-Linear,Yes,No,No,No,No,No,No,No,No,No,Yes,Online,B2B,Medium,High,No,Medium,Masters,21.0,business,Yes,Yes,500.0,Medium,0.0,0.0,0.0,0.0,8.0,Low,Medium,Yes,No,Low,No,Yes,Yes,No,No,No,8990243.0,No,Yes,No,3.0,Medium,9.0,20.0,5.0,Not Applicable,10.0,2.8,Peak,2 to 5,13.3,0.0,13.3,0.0,0.0,0.0,46.7,6.7,6.7,6.7,0.0,0.0,0.0,6.7,3.0
Company144,Failed,2011.0,3.0,107.0,all your photos everywhere,Mobile,social network,Index Ventures|500 Startups|Kii Capital|2020 Ventures|Strive Capital,0.0,-100.0,No,8/26/2011,7/19/2012,1000000.0,United States,North America,5.0,5.0,3,0,3,6.0,Yes,5.0,low,Yes,Small,No,No,No,No,Service,No,no,No,no,No,Platform,Global,Non-Linear,No,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,High,High,No,Medium,Bachelors,18.0,business,No,Yes,157.0,High,0.0,1.0,0.0,0.0,12.0,Low,Low,Yes,No,Medium,Yes,No,Yes,No,No,No,718025.0,No,No,Yes,3.0,Medium,0.0,3.0,1.0,Not Applicable,3.0,2.7,Plateau,0 to 2,2.0,0.0,46.0,0.0,0.0,4.4,2.0,8.1,0.0,4.2,0.0,0.0,0.0,0.0,2.0
Company145,Failed,2010.0,4.0,77.0,Marketplace for quality tutoring.,Education,consumer web,Resolute.vc|Paul Buchheit|Sequoia Capital|Founder Collective|Lerer Ventures|SV Angel|Thrive Capital|Alexis Ohanian|Bubba Murarka|reinmkr capital|Y Combinator,19.0,-5.0,No,9/1/2010,2/18/2013,800000.0,United States,North America,9.0,0.0,3,0,5,10.0,Yes,0.0,low,No,Medium,No,No,No,No,Product,No,Public,No,Unstructured,No,Cloud,Local,Non-Linear,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Online,B2C,Medium,Medium,No,Low,Bachelors,18.0,history,No,No,500.0,Low,0.0,0.0,0.0,0.0,4.0,Low,Low,Yes,Yes,Low,No,No,No,No,No,No,3638146.0,No,Yes,No,2.0,Low,1.0,3.3,0.8,Not Applicable,14.0,7.1,Trigger,2 to 5,9.2,0.0,20.0,0.0,2.4,2.4,4.8,4.4,4.8,6.8,0.0,2.4,4.8,4.8,3.0
Company146,Failed,2008.0,6.0,535.0,Big Data Analytics,Social Networking|Mobile,writing blog,James Joaquin|Russ Siegelman,5.0,0.0,No,1/1/2008,4/25/2011,2300000.0,United States,North America,0.0,2.0,0,0,1,10.0,No,0.0,low,No,Small,No,No,No,No,Product,No,Public,Yes,Both,No,Platform,Global,Non-Linear,No,No,No,No,No,No,No,Yes,No,No,No,Online,B2C,Medium,High,Yes,Medium,Bachelors,21.0,business,Yes,Yes,499.0,Medium,0.0,0.0,0.0,0.0,9.0,Low,Low,No,No,Medium,No,No,No,No,No,No,245307.0,No,No,No,2.0,Low,1.0,2.0,2.3,Yes,12.0,26.2,Plateau,0 to 2,12.5,0.0,25.0,12.5,0.0,0.0,25.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0
Company147,Failed,2007.0,7.0,8.0,A place for people to talk about the tv ,Entertainment|Media|Mobile,marketing,Innogest,1.0,0.0,No,8/1/2007,5/17/2011,1500000.0,Italy,Europe,0.0,0.0,0,0,3,10.0,No,1.0,Nothing,No,Medium,No,No,No,Yes,Service,No,Public,No,Unstructured,No,Platform,Global,Non-Linear,No,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,High,No,Low,Bachelors,18.0,engg,No,No,500.0,Low,0.0,0.0,0.0,0.0,0.0,Low,Low,No,No,Low,No,No,No,No,No,No,14598301.0,Yes,Yes,No,2.0,Low,6.0,1.6,1.5,No,24.0,11.9,Plateau,0 to 2,7.7,0.0,38.5,0.0,0.0,15.4,7.7,7.7,0.0,23.1,0.0,0.0,0.0,0.0,5.0
Company150,Failed,2006.0,8.0,8.0,SMS /Online Reminders,Search,Data Management,Hummer Winblad Venture Partners,0.0,-100.0,No,1/1/2006,3/20/2008,1000000.0,United States,North America,0.0,0.0,1,0,1,3.0,Yes,0.0,Nothing,No,Small,No,No,No,No,Service,No,Private,No,Both,Yes,Platform,Local,Non-Linear,No,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,Medium,No,Medium,Masters,21.0,MBA,Yes,Yes,500.0,Medium,0.0,1.0,1.0,75.0,29.0,Low,Low,No,Yes,Medium,No,Yes,No,Yes,No,No,7974958.0,No,No,No,3.0,Medium,0.0,0.4,1.0,No,26.0,26.0,Plateau,2 to 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Company151,Failed,2007.0,7.0,9.0,Big Data Analytics,Media,Recommendation ,Kraft Group|Robert Kraft|Johnathan Kraft,14.5,0.0,YES,1/1/2007,9/1/2007,10000000.0,United States,North America,0.0,0.0,3,2,6,40.0,No,0.0,Nothing,No,Small,Yes,Yes,No,No,Service,No,Private,No,Both,Yes,Platform,Local,Non-Linear,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Online,B2C,Low,High,Yes,Medium,Masters,21.0,business,Yes,Yes,500.0,Medium,0.0,0.0,0.0,0.0,25.0,Medium,Medium,Yes,No,Low,No,Yes,No,No,No,No,16821322.0,No,Yes,No,2.0,Low,1.0,6.6,10.0,No,8.0,8.0,Plateau,0 to 2,11.1,0.0,0.0,44.4,5.6,0.0,22.2,5.6,5.6,0.0,0.0,0.0,0.0,5.6,6.0
Company152,Success,2005.0,9.0,50.0,Game development and monetization,Advertising|Gaming|Marketing,Marketing,Accel Partners|Shasta Ventures|Tom McInerney|Felicis Ventures,26.0,-4.0,YES,1/1/2005,6/18/2008,10000000.0,United States,North America,0.0,0.0,3,2,4,32.0,Yes,1.0,medium,No,Small,Yes,Yes,No,No,Service,No,Public,Yes,Unstructured,Yes,Platform,Local,Non-Linear,No,No,No,No,No,No,No,Yes,Yes,No,No,Online,B2C,High,High,No,Low,Bachelors,18.0,Management and information technology,Yes,Yes,500.0,High,0.0,0.0,0.0,0.0,12.0,Low,Low,Yes,No,Low,No,No,No,No,No,No,7445.0,No,No,No,2.0,Low,2.0,4.0,10.0,Yes,40.0,1.6,Trigger,2 to 5,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Company155,Success,2012.0,2.0,205.0,Cloud Analytics Solution Provider,Analytics,"Marketing,Sales,Risk,Operations",Lightspeed Venture Partners|Frank Slootman|Deep Nishar|Abhay Parasnis|James Ramsey,48.0,20.0,YES,1/1/2012,10/2/2013,8000000.0,United States,North America,0.0,0.0,2,0,3,51.0,Yes,0.0,medium,No,Large,Yes,Yes,No,No,Service,Yes,Private,Yes,Structured,Yes,Cloud,Global,Non-Linear,No,No,No,No,No,No,No,No,Yes,No,No,Both,B2B,High,High,No,Low,Masters,21.0,Computer Science,Yes,Yes,480.0,Medium,1.0,1.0,1.0,72.0,16.0,Medium,Medium,Yes,No,Medium,Yes,Yes,Yes,No,No,No,2205289.0,No,No,Yes,4.0,High,0.0,51.0,8.0,Not Applicable,20.0,20.0,Peak,2 to 5,3.1,0.0,12.5,6.2,0.0,6.2,12.5,3.1,3.1,0.0,0.0,3.1,0.0,0.0,0.0
Company156,Success,2007.0,7.0,120.0,"Video streaming, analytics, monetization",Analytics,Strategy,Sierra Ventures|Ron Conway|Rembrandt Venture Partners|CID Group|ITOCHU Corporation|Telstra Ventures (AVG)|Motorola Mobility,14.5,0.0,YES,4/5/2007,12/11/2013,43000000.0,United States,North America,0.0,1.0,3,6,11,322.0,Yes,4.0,high,No,Medium,Yes,Yes,Yes,Yes,Product,No,Public,Yes,Structured,Yes,Platform,Global,Linear,Yes,No,No,No,No,No,No,Yes,No,No,No,Both,B2B,High,High,No,Low,Bachelors,18.0,Economics,No,No,500.0,Medium,0.0,0.0,0.0,73.0,50.0,High,High,Yes,Yes,Low,No,No,Yes,No,No,No,29182.0,Yes,No,No,4.0,High,12.0,53.6,43.0,Yes,2.0,5.7,Plateau,0 to 2,7.4,0.0,35.2,3.7,0.0,1.9,7.4,5.6,0.0,5.6,0.0,0.0,0.0,0.0,5.0
Company157,Success,2007.0,7.0,69.0,Relational Database Managment System,Analytics,Strategy,Bay Partners|Mohr Davidow Ventures|PacVen Walden Ventures|Walden International|Menlo Ventures|Tao Venture Partners|Silicon Valley Bank|Amazon,55.0,4.0,YES,1/1/2007,4/25/2012,20000000.0,United States,North America,0.0,7.0,2,0,6,46.0,Yes,6.0,high,No,Medium,Yes,Yes,No,No,Product,Yes,Private,No,Structured,No,Both,Global,Linear,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Online,B2B,High,High,No,Medium,Masters,21.0,MBA,Yes,No,500.0,Low,1.0,1.0,1.0,81.0,40.0,Low,High,Yes,No,Medium,No,Yes,No,Yes,No,No,797253.0,No,No,No,3.0,Medium,0.0,7.6,20.0,Yes,12.0,8.9,Plateau,0 to 2,0.0,0.0,88.9,0.0,0.0,8.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Company159,Failed,2007.0,7.0,17.0,Marketing Prediction Software,Analytics,Marketing,Sierra Ventures|Sherpalo Ventures,14.5,0.0,No,3/1/2007,3/25/2008,4300000.0,United States,North America,0.0,0.0,2,1,2,5.0,No,0.0,low,Yes,Small,No,No,No,No,Service,No,Private,No,Structured,Yes,Platform,Global,Non-Linear,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Online,B2B,Low,Medium,No,Medium,Masters,21.0,MBA,Yes,Yes,500.0,Medium,1.0,1.0,1.0,72.0,25.0,Medium,Low,No,No,Medium,No,No,No,No,Yes,Yes,797253.0,No,No,No,2.0,Low,1.0,0.8,4.3,No,14.0,14.0,Plateau,0 to 2,13.3,6.7,20.0,0.0,6.7,13.3,26.7,6.7,6.7,0.0,0.0,0.0,0.0,0.0,3.0
Company161,Success,2007.0,7.0,1535.0,Predictive analytics on open stack,Analytics|Enterprise Software,Development Tool,Earlybird Venture Capital|Open Ocean|David Axmark|Michael Widenius,14.5,0.0,YES,1/1/2007,11/4/2013,5000000.0,United States,North America,0.0,0.0,1,6,5,33.0,No,0.0,high,No,Medium,Yes,Yes,No,Yes,Service,Yes,Private,No,Structured,Yes,Platform,Global,Non-Linear,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Online,B2B,Low,Medium,Yes,Medium,PhD,25.0,Data Mining,Yes,Yes,500.0,High,0.0,0.0,0.0,61.0,41.0,High,Medium,Yes,No,Low,Yes,Yes,Yes,Yes,No,No,104224.0,Yes,Yes,Yes,4.0,High,0.0,5.5,5.0,Yes,72.0,72.0,Peak,2 to 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Company162,Success,2013.0,1.0,120.0,CRE research made simple,Analytics|Finance,Strategy,Jeffrey P. Parker|Tom Falus|Matt Dwyer|Sam Wohlstadter|Resolute.vc|High Peaks Venture Partners|KEC Ventures|SoftBank Capital|Jeff Parker|FinTech Collective,5.0,0.0,No,3/1/2013,3/18/2014,3700000.0,United States,North America,0.0,7.0,4,1,4,8.0,Yes,4.0,Nothing,No,Small,Yes,No,No,No,Service,No,Private,No,Structured,No,Platform,Local,Non-Linear,No,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2B,Low,Medium,No,Low,Masters,21.0,MBA,Yes,No,300.0,Low,1.0,1.0,1.0,91.0,10.0,Low,Low,Yes,No,Low,No,No,No,Yes,No,No,1125918.0,Yes,No,Yes,4.0,Medium,0.0,8.0,3.7,Not Applicable,1.0,6.4,Trough,0 to 2,5.6,2.8,54.9,6.2,5.6,15.3,5.6,1.4,0.0,0.0,0.0,2.8,0.0,0.0,6.0
Company163,Success,2007.0,7.0,355.0,R Language Professional Support,Analytics|Insurance,Tool,Intel Capital|Presidio Ventures|North Bridge Venture Partners,103.0,0.0,YES,1/1/2007,1/2/2013,7800000.0,United States,North America,0.0,0.0,2,3,3,105.0,Yes,3.0,high,No,Large,Yes,No,Yes,Yes,Product,Yes,Private,No,Both,Yes,Both,Global,Linear,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Online,B2C,Medium,High,No,Medium,Bachelors,18.0,Management and Technology,Yes,Yes,500.0,High,0.0,0.0,0.0,279.0,6.0,High,High,No,No,Medium,No,Yes,No,Yes,No,No,95565.0,Yes,Yes,Yes,3.0,Medium,0.0,17.5,7.8,Yes,12.0,12.0,Peak,2 to 5,0.0,0.0,0.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
Company165,Success,2013.0,1.0,294.0,Simple Inventory Management for Square,E-Commerce|Retail|Mobile,Inventory management,TechStars|Techstars,4.0,0.0,No,5/8/2013,10/11/2013,1000000.0,United States,North America,1.0,1.0,3,0,4,6.0,No,0.0,high,No,Small,No,No,No,No,Service,No,Private,No,Structured,Yes,Platform,Local,Linear,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Online,B2B,Low,High,No,Medium,Masters,21.0,MBA,Yes,Yes,500.0,Low,0.0,0.0,0.0,112.0,45.0,Low,Low,Yes,Yes,Low,No,Yes,Yes,Yes,No,No,810092.0,No,No,No,3.0,Medium,0.0,6.0,1.0,Not Applicable,1.0,1.7,Trough,0 to 2,1.9,0.0,63.6,5.6,3.7,0.0,13.0,4.9,3.7,1.9,0.0,1.9,0.0,0.0,4.0
